category,driver,variable
bio,biomass,Mergus serratus [n]
bio,biomass,Meringosphaera mediterranea [% total]
bio,biomass,Meringosphaera tenerrima [cells/l]
bio,biomass,Merlangius merlangus [kg]
bio,biomass,Mertensia ovum [ind/m2]
bio,biomass,Mertensia ovum [ind/m3]
bio,biomass,Mesaiokeras spitsbergensis - AF [ind/m3]
bio,biomass,Mesaiokeras spitsbergensis - AM [ind/m3]
bio,biomass,Mesaiokeras spitsbergensis - CIV [ind/m3]
bio,biomass,Mesaiokeras spitsbergensis - CIV-CV [ind/m3]
bio,biomass,Mesaiokeras spitsbergensis - CV [ind/m3]
bio,biomass,Mesaiokeras spitsbergensis [ind/m3]
bio,biomass,Mesodinium rubrum [% total]
bio,biomass,Mesodinium rubrum [%]
bio,biomass,Mesodinium rubrum [cells/l]
bio,biomass,Mesotaenium berggrenii [% total]
bio,biomass,Metopa sp. [#/m**2]
bio,biomass,Metopa sp. [g/m**2]
bio,biomass,Metridia longa (AF) [ind/m3]
bio,biomass,Metridia longa (AM) [ind/m3]
bio,biomass,Metridia longa (CI) [ind/m3]
bio,biomass,Metridia longa (CII) [ind/m3]
bio,biomass,Metridia longa (CIII) [ind/m3]
bio,biomass,Metridia longa (CIV) [ind/m3]
bio,biomass,Metridia longa (CV) [ind/m3]
bio,biomass,Metridia longa - AF [cells/dm2]
bio,biomass,Metridia longa - AF [ind/m3]
bio,biomass,Metridia longa - AM [cells/dm2]
bio,biomass,Metridia longa - AM [ind/m3]
bio,biomass,Metridia longa - CI [ind/m3]
bio,biomass,Metridia longa - CI-CIII [cells/dm2]
bio,biomass,Metridia longa - CI-CIII [ind/m3]
bio,biomass,Metridia longa - CII [ind/m3]
bio,biomass,Metridia longa - CIII [ind/m3]
bio,biomass,Metridia longa - CIV [ind/m3]
bio,biomass,Metridia longa - CIV-CV [cells/dm2]
bio,biomass,Metridia longa - CIV-CV [ind/m3]
bio,biomass,Metridia longa - CV [ind/m3]
bio,biomass,Metridia longa [ind/m2]
bio,biomass,Metridia longa [ind/m3]
bio,biomass,Metridia lucens - AF [ind/m3]
bio,biomass,Metridia lucens - AM [ind/m3]
bio,biomass,Metridia lucens - CIII [ind/m3]
bio,biomass,Metridia lucens - CIV [ind/m3]
bio,biomass,Metridia lucens - CV [ind/m3]
bio,biomass,Metridia lucens [ind/m3]
bio,biomass,Micracanthodinium claytonii [cells/l]
bio,biomass,Microarthridion sp. [#/m**2]
bio,biomass,Microarthridion sp. [%]
bio,biomass,Microcalanus pygmaeus [ind/m3]
bio,biomass,Microcalanus spp. [#/m**3]
bio,biomass,Microcalanus spp. [%]
bio,biomass,Microcalanus spp. [cells/dm2]
bio,biomass,Microcalanus spp. [ind/m3]
bio,biomass,Microcalanus spp. c C [mg/m**3] (Average)
bio,biomass,Microcalanus spp. c l [mm] (Average)
bio,biomass,Microcalanus spp. naup C [mg/m**3] (Average)
bio,biomass,Microcalanus spp. naup l [mm] (Average)
bio,biomass,Micromesistius poutassou [kg]
bio,biomass,Micropsectra spp. [%]
bio,biomass,Microsetella norvegica [ind/m3]
bio,biomass,Microstomus kitt [kg]
bio,biomass,Mohnia sp. [#/m**2]
bio,biomass,Mohnia sp. [#]
bio,biomass,Mohnia spp. [#/m**2]
bio,biomass,Mohnia spp. std dev [±]
bio,biomass,Monoculodes packardi [ind/m3]
bio,biomass,Monodon monoceros [n]
bio,biomass,Monosiga marina [% total]
bio,biomass,Monosiga marina [cells/l]
bio,biomass,Monostroma grevillei [biomass (g)]
bio,biomass,Monstrillidae [ind/m3]
bio,biomass,Monstrilloida [ind/m3]
bio,biomass,Mormonilla minor [ind/m3]
bio,biomass,Munida sarsi [g]
bio,biomass,Musculus indet. [biomass (g)]
bio,biomass,Musculus indet. [n]
bio,biomass,Musculus niger [biomass (g)]
bio,biomass,Musculus niger [n]
bio,biomass,Myctophiformes [kg]
bio,biomass,Myoxocephalus scorpius [individuals/m3]
bio,biomass,Myoxycephalus scorpius [individuals/m3]
bio,biomass,Mysida [cells/dm2]
bio,biomass,Mysida [ind/m2]
bio,biomass,Mysida [ind/m3]
bio,biomass,Mysidae [g]
bio,biomass,Mysidae [ind/m3]
bio,biomass,Mysis oculata [ind/m3]
bio,biomass,Mysis sp. [ind/m3]
bio,biomass,Mytilus [g]
bio,biomass,Mytilus edulis [biomass (g)]
bio,biomass,Mytilus edulis [cover (%)]
bio,biomass,Mytilus edulis [n]
bio,biomass,N. barleeanum [%]
bio,biomass,N. labradorica [%]
bio,biomass,N. labradoricum [%]
bio,biomass,N. labyrinthus [%]
bio,biomass,N. umbonifera [%]
bio,biomass,NA [n]
bio,biomass,NW adult female [n]
bio,biomass,NW adult male [n]
bio,biomass,NW adult unknown [n]
bio,biomass,NW juvenile unknown [n]
bio,biomass,NW unknown unknown [n]
bio,biomass,Nanomia cara [ind/m3]
bio,biomass,Naticidae [g]
bio,biomass,Navicula algida [% total]
bio,biomass,Navicula bipennata [% total]
bio,biomass,Navicula cancellata [%]
bio,biomass,Navicula cf cariana [%]
bio,biomass,Navicula cf pelagica [%]
bio,biomass,Navicula cf septentrionalis [%]
bio,biomass,Navicula cf vanhoeffenii [%]
bio,biomass,Navicula cf vanhoffenii [%]
bio,biomass,Navicula cryptocephala [% total]
bio,biomass,Navicula debilissima [% total]
bio,biomass,Navicula digitoradiata [%]
bio,biomass,Navicula directa [% total]
bio,biomass,Navicula directa [%]
bio,biomass,Navicula distans [% total]
bio,biomass,Navicula distans [%]
bio,biomass,Navicula forcipata var. densestriata [% total]
bio,biomass,Navicula gelida [% total]
bio,biomass,Navicula granii [% total]
bio,biomass,Navicula granii [%]
bio,biomass,Navicula kariana [% total]
bio,biomass,Navicula kariana [%]
bio,biomass,Navicula kariana var. detersa [% total]
bio,biomass,Navicula kepesii [% total]
bio,biomass,Navicula novadecipiens [% total]
bio,biomass,Navicula obtusa [% total]
bio,biomass,Navicula oestrupii [% total]
bio,biomass,Navicula pelagica [% total]
bio,biomass,Navicula pelagica [%]
bio,biomass,Navicula pellucidula [% total]
bio,biomass,Navicula retusa var. cancellata [% total]
bio,biomass,Navicula rotaeana [% total]
bio,biomass,Navicula septentrionalis [% total]
bio,biomass,Navicula septentrionalis [%]
bio,biomass,Navicula sp [%]
bio,biomass,Navicula sp. (small) [%]
bio,biomass,Navicula sp. 1 [%]
bio,biomass,Navicula sp. 2 [%]
bio,biomass,Navicula sp. [%]
bio,biomass,Navicula sp. [cells/l]
bio,biomass,Navicula sp2 [%]
bio,biomass,Navicula spp. [% total]
bio,biomass,Navicula superba [% total]
bio,biomass,Navicula transitans [% total]
bio,biomass,Navicula transitans [%]
bio,biomass,Navicula transitans var. asymmetrica [% total]
bio,biomass,Navicula transitans var. derasa [% total]
bio,biomass,Navicula transitrans [%]
bio,biomass,Navicula transitrans var derasa f. delicatula [%]
bio,biomass,Navicula trigonocephala [% total]
bio,biomass,Navicula valida [% total]
bio,biomass,Navicula valida var. minuta [% total]
bio,biomass,Navicula vanhoeffenii [% total]
bio,biomass,Navicula vanhoeffenii [%]
bio,biomass,Navicula vanhofenii [%]
bio,biomass,Navicula vanhoffenii [%]
bio,biomass,Naviculaceae [% total]
bio,biomass,Naviculoid [%]
bio,biomass,Naviculoid cells in ribbon [%]
bio,biomass,Naviculoid small [%]
bio,biomass,Nematoda [biomass (g)]
bio,biomass,Nematoda [g]
bio,biomass,Nematoda [ind/m3]
bio,biomass,Nematoda [n]
bio,biomass,Nematopsides vigilans [cells/l]
bio,biomass,Nemertea (pilidium) [ind/m3]
bio,biomass,Nemertea - pilidium [ind/m3]
bio,biomass,Neoceratium arcticum [cells/l]
bio,biomass,Neomormonilla minor [ind/m3]
bio,biomass,Neoscolecithrix farrani - AF [ind/m3]
bio,biomass,Neoscolecithrix farrani - AM [ind/m3]
bio,biomass,Neoscolecithrix farrani - CIII [ind/m3]
bio,biomass,Neoscolecithrix farrani - CIV [ind/m3]
bio,biomass,Neoscolecithrix farrani - CV [ind/m3]
bio,biomass,Neoscolecithrix farrani [ind/m3]
bio,biomass,Neoscolecithrix sp. - CV [ind/m3]
bio,biomass,Nephtheidae [g]
bio,biomass,Nephtyidae [g]
bio,biomass,Nitzscha closterium [%]
bio,biomass,Nitzschia acicularis [% total]
bio,biomass,Nitzschia angularis [% total]
bio,biomass,Nitzschia arctica [% total]
bio,biomass,Nitzschia brebissonii [% total]
bio,biomass,Nitzschia cf frigida [%]
bio,biomass,Nitzschia cf promare [%]
bio,biomass,Nitzschia closterium [%]
bio,biomass,Nitzschia distans [%]
bio,biomass,Nitzschia frigida [% total]
bio,biomass,Nitzschia frigida [%]
bio,biomass,Nitzschia frygida [%]
bio,biomass,Nitzschia hybrida [%]
bio,biomass,Nitzschia laevissima [% total]
bio,biomass,Nitzschia lanceolata/Synedropsis sp. [% total]
bio,biomass,Nitzschia leavissima [% total]
bio,biomass,Nitzschia longissima [% total]
bio,biomass,Nitzschia longissima [%]
bio,biomass,Nitzschia neofrigida [% total]
bio,biomass,Nitzschia pellucida [% total]
bio,biomass,Nitzschia polaris [% total]
bio,biomass,Nitzschia promare [% total]
bio,biomass,Nitzschia promare [%]
bio,biomass,Nitzschia scabra [% total]
bio,biomass,Nitzschia scalpelliformis [% total]
bio,biomass,Nitzschia sigma [% total]
bio,biomass,Nitzschia sp [%]
bio,biomass,"Nitzschia sp. (long, thin) [%]"
bio,biomass,Nitzschia sp. (thin) [%]
bio,biomass,Nitzschia sp. [%]
bio,biomass,Nitzschia sp. [cells/l]
bio,biomass,Nitzschia spp. [% total]
bio,biomass,Nitzschia tenuirostris [% total]
bio,biomass,Nodosaria spp. [%]
bio,biomass,Nuculana [g]
bio,biomass,Nudibranchia [g]
bio,biomass,O. acutimarge [%]
bio,biomass,O. albida [%]
bio,biomass,O. atlantica [#/m**3]
bio,biomass,O. atlantica c C [mg/m**3] (Average)
bio,biomass,O. atlantica c l [mm] (Average)
bio,biomass,O. atlantica f C [mg/m**3] (Average)
bio,biomass,O. atlantica f l [mm] (Average)
bio,biomass,O. atlantica m C [mg/m**3] (Average)
bio,biomass,O. atlantica m l [mm] (Average)
bio,biomass,O. borealis C [µg/m**3]
bio,biomass,O. borealis [#/m**3]
bio,biomass,O. borealis [%]
bio,biomass,O. borealis f C [mg/m**3] (Average)
bio,biomass,O. borealis f l [mm] (Average)
bio,biomass,O. borealis m C [mg/m**3] (Average)
bio,biomass,O. borealis m l [mm] (Average)
bio,biomass,O. canadensis [#/m**2]
bio,biomass,O. canadensis [g/m**2]
bio,biomass,O. centrocarpum [%]
bio,biomass,O. dentata biom wm [g/m**2]
bio,biomass,O. dichotoma [#/m**2]
bio,biomass,O. dichotoma [g/m**2]
bio,biomass,O. hastatum [#/m**2] (including Ophiocten gracilis)
bio,biomass,O. hastatum [#] (including Ophiocten gracilis)
bio,biomass,O. hexagona [%]
bio,biomass,O. mighelsii [%]
bio,biomass,O. minuta [#]
bio,biomass,O. minuta [%]
bio,biomass,O. rathkei [%]
bio,biomass,O. retrorsa [%]
bio,biomass,O. similis C [µg/m**3]
bio,biomass,O. similis [#/m**3]
bio,biomass,O. similis [%]
bio,biomass,O. similis c C [mg/m**3] (Average)
bio,biomass,O. similis c l [mm] (Average)
bio,biomass,O. similis f C [mg/m**3] (Average)
bio,biomass,O. similis f l [mm] (Average)
bio,biomass,O. similis m C [mg/m**3] (Average)
bio,biomass,O. similis m l [mm] (Average)
bio,biomass,O. umbonatus [%]
bio,biomass,Octactis octonaria [% total]
bio,biomass,Octactis speculum [% total]
bio,biomass,Odobenus brisson aerial survey [n]
bio,biomass,Odobenus brisson estimated [n]
bio,biomass,Odobenus marinus aerial survey [n]
bio,biomass,Odobenus marinus estimated [n]
bio,biomass,Odobenus rosmarus [n]
bio,biomass,Odobenus rosmarus aerial survey [n]
bio,biomass,Odobenus rosmarus estimated [n]
bio,biomass,Odontella aurita [% total]
bio,biomass,Odontella aurita [%]
bio,biomass,Odontella cf aurita [%]
bio,biomass,Oenanthe oenanthe eggs laid [n]
bio,biomass,Oikopleura spp. - juvenile [ind/m3]
bio,biomass,Oikopleura spp. [#/m**3]
bio,biomass,Oikopleura spp. [cells/dm2]
bio,biomass,Oikopleura spp. [ind/m3]
bio,biomass,Oikopleura spp. l [mm] (Average)
bio,biomass,Oikopleura spp.; 10 gt [ind/m3]
bio,biomass,Oikopleura spp.; 10 gte [ind/m3]
bio,biomass,Oikopleura spp.; 15 gt [ind/m3]
bio,biomass,Oikopleura spp.; 20 gt [ind/m3]
bio,biomass,Oikopleura spp.; 20 gte [ind/m3]
bio,biomass,Oikopleura spp.; 5 gte [ind/m3]
bio,biomass,Oikopleura spp.; 5 lt [ind/m3]
bio,biomass,Oikopleura spp.; 50 gte [ind/m3]
bio,biomass,Oikopleura spp.; 50 lt [ind/m3]
bio,biomass,Oithona atlantica [cells/dm2]
bio,biomass,Oithona atlantica [ind/m3]
bio,biomass,Oithona similis - AF [ind/m3]
bio,biomass,Oithona similis [cells/dm2]
bio,biomass,Oithona similis [ind/m3]
bio,biomass,Oithona spp. c C [mg/m**3] (Average)
bio,biomass,Oithona spp. c l [mm] (Average)
bio,biomass,Oithona spp. f C [mg/m**3]
bio,biomass,Oithona spp. f l [mm] (Average)
bio,biomass,Oithona spp. naup C [mg/m**3] (Average)
bio,biomass,Oithona spp. naup l [mm] (Average)
bio,biomass,Oligochaete indet. [biomass (g)]
bio,biomass,Oligochaete indet. [n]
bio,biomass,Oliveridia spp. [%]
bio,biomass,Oncaea parila [ind/m3]
bio,biomass,Oncaea parila cf. (=O. notopus) [ind/m3]
bio,biomass,Oncaea parila cf. [ind/m3]
bio,biomass,Oncaea pumilis cf. [ind/m3]
bio,biomass,Oncaea spp. (AF/AM) [ind/m3]
bio,biomass,Oncaea spp. - AF/AM [ind/m3]
bio,biomass,Oncaea spp. [ind/m3]
bio,biomass,Oncaea spp. c C [mg/m**3] (Average)
bio,biomass,Oncaea spp. c l [mm] (Average)
bio,biomass,Oncaea spp. f C [mg/m**3]
bio,biomass,Oncaea spp. f l [mm]
bio,biomass,Oncaea spp. m C [mg/m**3] (Average)
bio,biomass,Oncaea spp. m l [mm] (Average)
bio,biomass,Oncaea spp. naup C [mg/m**3] (Average)
bio,biomass,Oncaea spp. naup l [mm] (Average)
bio,biomass,Onisimus glacialis [ind/m3]
bio,biomass,Onisimus litoralis [ind/m3]
bio,biomass,Onisimus spp. [ind/m2]
bio,biomass,Onisimus spp. [ind/m3]
bio,biomass,Oolina spp. [%]
bio,biomass,Ophelina sp. [#]
bio,biomass,Ophelina sp. [%]
bio,biomass,Ophiacantha [g]
bio,biomass,Ophiopholis aculeata [g]
bio,biomass,Ophiuridae [g]
bio,biomass,Orcinus orca [n]
bio,biomass,Oscilatoria sp. [%]
bio,biomass,Ostracoda - juvenile [ind/m3]
bio,biomass,Ostracoda [cells/dm2]
bio,biomass,Ostracoda [ind/m3]
bio,biomass,Ostracoda; 1 gt [ind/m3]
bio,biomass,Ostracoda; 1 gte [ind/m3]
bio,biomass,Ostracoda; 1 lt [ind/m3]
bio,biomass,Ostracoda; 2 gt [ind/m3]
bio,biomass,Ostracoda; 2 gte [ind/m3]
bio,biomass,Ostracoda; 3 gt [ind/m3]
bio,biomass,Ostracoda; 3 gte [ind/m3]
bio,biomass,Ostracoda; 3 lte [ind/m3]
bio,biomass,Oweniidae [g]
bio,biomass,Oxyrrhis  sp. [cells/l]
bio,biomass,Oxyrrhis spp. [% total]
bio,biomass,P. acuspes c3 C [mg/m**3]
bio,biomass,P. acuspes c3 l [mm]
bio,biomass,P. acuspes f C [mg/m**3] (Average)
bio,biomass,P. acuspes f l [mm] (Average)
bio,biomass,P. acuspes m C [mg/m**3] (Average)
bio,biomass,P. acuspes m l [mm] (Average)
bio,biomass,P. alpina [%]
bio,biomass,P. alpinum [%]
bio,biomass,P. assimilis [#]
bio,biomass,P. assimilis [%]
bio,biomass,P. bulloides [%]
bio,biomass,P. cancellata [#/m**2]
bio,biomass,P. cancellata [g/m**2]
bio,biomass,P. caudatus [#]
bio,biomass,P. caudatus [%]
bio,biomass,P. cf. elegans [%]
bio,biomass,P. corrugata [%]
bio,biomass,P. flammea [%]
bio,biomass,P. fusca [%]
bio,biomass,P. glacialis f C [mg/m**3] (Average)
bio,biomass,P. glacialis f l [mm] (Average)
bio,biomass,P. groenlandica [#]
bio,biomass,P. gunneri biom wm [g/m**2]
bio,biomass,P. herrmanni [%]
bio,biomass,P. hirsuta [%]
bio,biomass,P. hispida [#]
bio,biomass,P. hispida paras prev [%]
bio,biomass,P. hispida stomach cont [%] (adult seal; frequency of occu...)
bio,biomass,P. hispida stomach cont [%] (adult seal; numerical frequen...)
bio,biomass,P. hispida stomach cont [%] (frequency of occurrence)
bio,biomass,P. hispida stomach cont [%] (juvenile seal; frequency of o...)
bio,biomass,P. hispida stomach cont [%] (juvenile seal; numerical freq...)
bio,biomass,P. hispida stomach cont [%] (numerical frequency (prey no....)
bio,biomass,P. jeffreysi [#/m**2]
bio,biomass,P. jeffreysi [#/m**2] (test)
bio,biomass,P. jeffreysi [#]
bio,biomass,P. jeffreysi [#] (test)
bio,biomass,P. jeffreysi std dev [±]
bio,biomass,P. littoralis biom wm [g/m**2]
bio,biomass,P. minor [%]
bio,biomass,P. minutus C [µg/m**3]
bio,biomass,P. minutus c1 C [mg/m**3] (Average)
bio,biomass,P. minutus c1 [#/m**3]
bio,biomass,P. minutus c1 l [mm] (Average)
bio,biomass,P. minutus c2 [#/m**3]
bio,biomass,P. minutus c3 C [mg/m**3] (Average)
bio,biomass,P. minutus c3 [#/m**3]
bio,biomass,P. minutus c3 l [mm] (Average)
bio,biomass,P. minutus c4 C [mg/m**3]
bio,biomass,P. minutus c4 [#/m**3]
bio,biomass,P. minutus c4 l [mm]
bio,biomass,P. minutus c5 C [mg/m**3] (Average)
bio,biomass,P. minutus c5 [#/m**3]
bio,biomass,P. minutus c5 l [mm] (Average)
bio,biomass,P. minutus f C [mg/m**3] (Average)
bio,biomass,P. minutus f [#/m**3]
bio,biomass,P. minutus f l [mm] (Average)
bio,biomass,P. minutus m C [mg/m**3] (Average)
bio,biomass,P. minutus m l [mm] (Average)
bio,biomass,P. monocuspis [#/m**2]
bio,biomass,P. monocuspis [g/m**2]
bio,biomass,P. norvegica [#/m**3]
bio,biomass,P. norvegica c4 C [mg/m**3] (Average)
bio,biomass,P. norvegica c4 l [mm] (Average)
bio,biomass,P. norvegica c5 C [mg/m**3]
bio,biomass,P. norvegica c5 l [mm]
bio,biomass,P. norvegica f C [mg/m**3] (Average)
bio,biomass,P. norvegica f l [mm] (Average)
bio,biomass,P. norvegica m C [mg/m**3] (Average)
bio,biomass,P. norvegica m l [mm] (Average)
bio,biomass,P. novangliae [%]
bio,biomass,P. piliferum [%]
bio,biomass,P. pratensis [%]
bio,biomass,P. pustulosum [g/m**2]
bio,biomass,P. radicatum [%]
bio,biomass,P. rubens [g/m**2]
bio,biomass,P. rubens biom wm [g/m**2]
bio,biomass,P. simplex [#/m**2]
bio,biomass,P. simplex [%]
bio,biomass,P. sordidellus-T [%]
bio,biomass,P. subcarinata [%]
bio,biomass,P. vahliana [%]
bio,biomass,P. ventilabrum [#]
bio,biomass,P. vitrea [#/m**2]
bio,biomass,P. vitrea [g/m**2]
bio,biomass,P. viviparum [%]
bio,biomass,P. wahlenbergii [%]
bio,biomass,P. williamsoni [%]
bio,biomass,P. wuellerstorfi [%]
bio,biomass,Pachysphaera pelagica [cells/l]
bio,biomass,Pagophila eburnea breeding population [%]
bio,biomass,Pagophilus groenlandicus [n]
bio,biomass,Pagophilus groenlandicus modelled production of pups [n]
bio,biomass,Pagophilus groenlandicus modelled total stock size [n]
bio,biomass,Pagophilus groenlandicus survey counts of pups [n]
bio,biomass,Pagurus - megalopa [ind/m3]
bio,biomass,Pagurus - zoea [ind/m3]
bio,biomass,Pagurus [g]
bio,biomass,Pagurus pubescens (megalopa) [ind/m3]
bio,biomass,Pagurus pubescens (zoea) [ind/m3]
bio,biomass,Pagurus sp. - zoea [ind/m3]
bio,biomass,Pagurus sp. [ind/m3]
bio,biomass,Pandalidae [g]
bio,biomass,Pandalus borealis (zoea) [ind/m3]
bio,biomass,Pandalus borealis - zoea [ind/m3]
bio,biomass,Pandalus borealis [ind/m3]
bio,biomass,Pandalus borealis [kg]
bio,biomass,Pandalus spp. wm [g]
bio,biomass,Paracladopelma spp. [%]
bio,biomass,Paraeuchaeta barbata (AF) [ind/m3]
bio,biomass,Paraeuchaeta barbata - AF [ind/m3]
bio,biomass,Paraeuchaeta barbata [ind/m3]
bio,biomass,Paraeuchaeta barbata cf. - AF [ind/m3]
bio,biomass,Paraeuchaeta glacialis (AF) [ind/m3]
bio,biomass,Paraeuchaeta glacialis - AF [ind/m3]
bio,biomass,Paraeuchaeta glacialis - AM [ind/m3]
bio,biomass,Paraeuchaeta norvegica (AF) [ind/m3]
bio,biomass,Paraeuchaeta norvegica - AF [ind/m3]
bio,biomass,Paraeuchaeta norvegica - AM [ind/m3]
bio,biomass,Paraeuchaeta norvegica - CI [ind/m3]
bio,biomass,Paraeuchaeta norvegica - CII [ind/m3]
bio,biomass,Paraeuchaeta norvegica - CIII [ind/m3]
bio,biomass,Paraeuchaeta norvegica - CIV [ind/m3]
bio,biomass,Paraeuchaeta norvegica - CV [ind/m3]
bio,biomass,Paraeuchaeta norvegica [ind/m3]
bio,biomass,Paraeuchaeta spp. (AM) [ind/m3]
bio,biomass,Paraeuchaeta spp. (CI) [ind/m3]
bio,biomass,Paraeuchaeta spp. (CII) [ind/m3]
bio,biomass,Paraeuchaeta spp. (CIII) [ind/m3]
bio,biomass,Paraeuchaeta spp. (CIV) [ind/m3]
bio,biomass,Paraeuchaeta spp. (CV) [ind/m3]
bio,biomass,Paraeuchaeta spp. - AF [cells/dm2]
bio,biomass,Paraeuchaeta spp. - AF [ind/m3]
bio,biomass,Paraeuchaeta spp. - AM [ind/m3]
bio,biomass,Paraeuchaeta spp. - CI [ind/m3]
bio,biomass,Paraeuchaeta spp. - CI-CIII [cells/dm2]
bio,biomass,Paraeuchaeta spp. - CI-CIII [ind/m3]
bio,biomass,Paraeuchaeta spp. - CII [ind/m3]
bio,biomass,Paraeuchaeta spp. - CIII [ind/m3]
bio,biomass,Paraeuchaeta spp. - CIV [ind/m3]
bio,biomass,Paraeuchaeta spp. - CIV-CV [cells/dm2]
bio,biomass,Paraeuchaeta spp. - CIV-CV [ind/m3]
bio,biomass,Paraeuchaeta spp. - CIV-CVI [ind/m2]
bio,biomass,Paraeuchaeta spp. - CV [ind/m3]
bio,biomass,Paraeuchaeta spp. [ind/m3]
bio,biomass,Paraeuchaeta spp. c l [mm] (Average)
bio,biomass,Paraeuchaeta spp. c1 C [mg/m**3] (Average)
bio,biomass,Paraeuchaeta spp. c1 l [mm] (Average)
bio,biomass,Paraeuchaeta spp. c2 C [mg/m**3] (Average)
bio,biomass,Paraeuchaeta spp. c2 l [mm] (Average)
bio,biomass,Paraeuchaeta spp. c3 C [mg/m**3] (Average)
bio,biomass,Paraeuchaeta spp. c3 l [mm] (Average)
bio,biomass,Paraeuchaeta spp. c4 C [mg/m**3] (Average)
bio,biomass,Paraeuchaeta spp. c4 l [mm] (Average)
bio,biomass,Paraeuchaeta spp. c5 C [mg/m**3] (Average)
bio,biomass,Paraeuchaeta spp. c5 l [mm] (Average)
bio,biomass,Paraeuchaeta spp. f C [mg/m**3]
bio,biomass,Paraeuchaeta spp. f l [mm]
bio,biomass,Paraeuchaeta spp. m C [mg/m**3]
bio,biomass,Paraeuchaeta spp. m l [mm]
bio,biomass,Paraeuchaeta spp. naup C [mg/m**3] (Average)
bio,biomass,Paraeuchaeta spp. naup l [mm] (Average)
bio,biomass,Parafavella cf denticulata [%]
bio,biomass,Parafavella denticulata [%]
bio,biomass,Parafavella gigantea [cells/l]
bio,biomass,Parafavella obtusangula [cells/l]
bio,biomass,Parafavella sp [%]
bio,biomass,Paraheterorhabdus compactus - AF [ind/m3]
bio,biomass,Paraheterorhabdus compactus - CII [ind/m3]
bio,biomass,Paraheterorhabdus compactus - CIII [ind/m3]
bio,biomass,Paraheterorhabdus compactus - CIV [ind/m3]
bio,biomass,Paraheterorhabdus compactus [ind/m3]
bio,biomass,Paralia sulcata [%]
bio,biomass,Paralithodes camtschaticus [count]
bio,biomass,Paralithodes camtschaticus [g]
bio,biomass,Paralithodes camtschaticus [kg]
bio,biomass,Parapedinella reticulata [% total]
bio,biomass,Parapleustes sp. [#/m**2]
bio,biomass,Parapleustes sp. [g/m**2]
bio,biomass,Parasagitta elegans [ind/m2]
bio,biomass,Parasagitta elegans [ind/m3]
bio,biomass,Parasagitta elegans; 10 gt [ind/m3]
bio,biomass,Parasagitta elegans; 10 gte [ind/m3]
bio,biomass,Parasagitta elegans; 20 gt [ind/m3]
bio,biomass,Parasagitta elegans; 20 gte [ind/m3]
